"Product ID","Air temperature [K]","Process temperature [K]","Rotational speed [rpm]","Torque [Nm]","Tool wear [min]","Failure Type"
"H38574","297.5","308.5","1671","28.0","158","No Failure"
"M24021","297.5","308.5","1612","30.0","163","No Failure"
"M24022","297.6","308.6","1509","39.7","166","No Failure"
"L56343","297.6","308.6","1415","47.3","169","No Failure"
"L56344","297.6","308.6","2384","14.4","171","No Failure"
"L56345","297.6","308.6","1326","62.4","173","No Failure"
"M24026","297.6","308.6","1390","53.4","175","No Failure"
"M24027","297.6","308.7","1392","41.2","178","No Failure"
"H38582","297.6","308.8","1385","44.4","181","No Failure"
"L56349","297.7","308.8","1896","24.5","186","No Failure"
"L56350","297.7","308.7","1474","46.8","188","No Failure"
"M24031","297.7","308.8","1388","45.6","190","No Failure"
"L56352","297.7","308.9","1715","27.2","193","No Failure"
"H38587","297.8","308.9","1650","32.2","195","No Failure"
"L56354","297.8","308.9","1871","25.6","200","Tool Wear Failure"
"L56355","297.8","309.0","1403","64.2","0","Power Failure"
"L56356","297.8","308.9","1518","40.4","2","No Failure"
"L56357","297.9","309.1","1504","43.0","4","No Failure"
"L56358","297.8","309.0","1340","56.9","6","No Failure"
"H38593","297.9","309.1","1435","44.7","8","No Failure"
"L56360","297.9","309.1","1507","36.9","13","No Failure"
"L56361","297.9","309.1","1521","36.1","15","No Failure"
"M24042","297.8","309.0","1576","45.0","17","No Failure"
"L56363","297.9","309.1","1543","36.6","20","No Failure"
"L56364","298.0","309.2","1665","36.6","22","No Failure"
"L56365","297.9","309.1","1442","50.3","24","No Failure"
"L56366","297.9","309.0","1629","29.0","26","No Failure"
"L56367","297.9","309.0","1379","47.3","28","No Failure"
"L56368","297.9","309.0","1502","40.2","30","No Failure"
"L56369","297.9","309.1","1595","32.0","32","No Failure"
"M24050","298.0","309.0","1439","38.5","34","No Failure"
"M24051","297.9","309.0","1970","21.6","37","No Failure"
"L56372","297.9","309.0","1562","35.8","40","No Failure"
"M24053","297.9","309.0","1530","40.9","42","No Failure"
"L56374","297.9","308.9","1393","40.6","45","No Failure"
"L56375","297.9","309.0","1532","37.6","47","No Failure"
"L56376","298.0","308.9","1607","37.7","49","No Failure"
"M24057","297.9","308.8","1469","49.0","51","No Failure"
"M24058","297.9","308.8","1538","37.6","54","No Failure"
"L56379","297.9","308.8","1613","31.4","57","No Failure"
"M24060","297.9","308.8","1602","32.1","59","No Failure"
"L56381","297.8","308.7","1404","44.2","62","No Failure"
"L56382","297.8","308.8","1548","36.9","64","No Failure"
"L56383","297.8","308.8","1559","35.2","66","No Failure"
"L56384","297.8","308.8","1621","36.1","68","No Failure"
"L56385","297.8","308.8","1579","32.9","70","No Failure"
"M24066","297.9","308.9","1547","44.0","72","No Failure"
"L56387","297.9","308.8","1386","48.6","75","No Failure"
"L56388","298.0","308.9","1406","40.9","77","No Failure"
"M24069","298.0","309.0","1393","55.9","79","No Failure"
"M24070","297.9","309.0","2456","13.9","82","No Failure"
"M24071","298.0","309.0","1409","49.1","85","No Failure"
"L56392","298.0","308.9","1390","53.9","88","No Failure"
"L56393","298.0","309.0","1679","32.4","90","No Failure"
"L56394","298.0","308.9","1508","37.1","92","No Failure"
"L56395","297.9","308.8","1681","31.7","94","No Failure"
"H38630","297.7","308.8","1469","43.7","96","No Failure"
"L56397","297.8","308.8","1421","49.6","101","No Failure"
"L56398","297.7","308.8","1354","50.2","103","No Failure"
"M24079","297.7","308.8","1350","57.0","105","No Failure"
"L56400","297.8","308.9","1282","58.1","108","No Failure"
"M24081","297.8","309.0","1675","30.0","110","No Failure"
"M24082","297.9","309.0","1525","38.5","113","No Failure"
"L56403","297.9","309.0","1382","43.9","116","No Failure"
"L56404","297.9","309.0","1450","46.8","118","No Failure"
"L56405","298.0","309.1","1820","23.6","120","No Failure"
"L56406","298.0","309.1","1822","23.5","122","No Failure"
"L56407","298.0","309.1","1473","44.3","124","No Failure"
"M24088","298.1","309.1","1572","37.5","126","No Failure"
"M24089","298.1","309.0","2042","17.8","129","No Failure"
"L56410","298.2","309.2","1922","22.6","132","No Failure"
"L56411","298.2","309.1","1539","36.5","134","No Failure"
"L56412","298.2","309.1","1350","52.0","136","No Failure"
"L56413","298.3","309.1","1403","45.1","138","No Failure"
"L56414","298.3","309.1","1904","20.3","140","No Failure"
"M24095","298.2","308.9","1592","35.2","142","No Failure"
"L56416","298.1","308.7","1556","31.6","145","No Failure"
"M24097","298.1","308.8","1811","25.4","147","No Failure"
"M24098","298.2","308.8","1456","41.2","150","No Failure"
"H38653","298.2","308.8","1436","51.9","153","No Failure"
"M24100","298.1","308.7","1362","49.6","158","No Failure"
"L56421","298.1","308.7","1683","29.1","161","No Failure"
"M24102","298.2","308.7","1269","60.9","163","No Failure"
"L56423","298.3","308.8","1454","49.0","166","No Failure"
"L56424","298.3","308.8","1767","27.3","168","No Failure"
"L56425","298.3","308.9","1708","27.3","170","No Failure"
"L56426","298.3","308.9","1862","27.0","172","No Failure"
"L56427","298.3","308.9","1695","30.7","174","No Failure"
"M24108","298.3","309.1","1488","40.6","176","No Failure"
"L56429","298.3","309.0","1657","32.2","179","No Failure"
"H38664","298.3","309.0","1823","25.9","181","No Failure"
"M24111","298.2","309.1","1651","28.8","186","No Failure"
"M24112","298.1","309.0","1533","36.1","189","No Failure"
"M24113","298.2","309.0","1508","40.5","192","No Failure"
"L56434","298.3","309.1","1616","31.1","195","No Failure"
"L56435","298.2","309.0","1651","31.5","197","No Failure"
"L56436","298.2","309.1","1569","35.2","199","No Failure"
"M24117","298.3","309.1","1296","58.7","201","No Failure"
"H38672","298.3","309.0","1379","43.2","0","No Failure"
"M24119","298.2","309.0","1694","28.0","5","No Failure"
"L56440","298.2","309.0","1377","57.8","8","No Failure"
"H38675","298.3","309.0","1470","38.4","10","No Failure"
"M24122","298.3","309.1","1404","47.0","15","No Failure"
"L56443","298.3","309.1","1593","40.1","18","No Failure"
"M24124","298.3","309.0","1526","36.9","20","No Failure"
"M24125","298.3","308.9","1390","49.7","23","No Failure"
"L56446","298.2","308.9","1737","25.5","26","No Failure"
"L56447","298.2","308.8","1362","57.3","28","No Failure"
"L56448","298.2","308.8","1666","31.5","30","No Failure"
"L56449","298.2","308.8","1354","60.9","32","No Failure"
"L56450","298.2","308.8","1302","60.4","34","No Failure"
"L56451","298.2","308.7","1991","20.5","36","No Failure"
"L56452","298.2","308.6","1353","54.1","38","No Failure"
"H38687","298.2","308.7","1520","35.7","40","No Failure"
"L56454","298.2","308.7","1428","54.9","45","No Failure"
"L56455","298.2","308.7","1605","29.4","47","No Failure"
"L56456","298.1","308.7","1691","30.3","49","No Failure"
"L56457","298.2","308.7","1447","48.4","51","No Failure"
"H38692","298.2","308.8","1606","39.9","53","No Failure"
"M24139","298.2","308.8","1645","28.2","58","No Failure"
"H38694","298.2","308.8","1470","43.3","61","No Failure"
"L56461","298.2","308.9","1336","45.0","66","No Failure"
"M24142","298.2","308.9","1414","44.3","68","No Failure"
"M24143","298.3","309.0","1802","27.5","71","No Failure"
"L56464","298.2","308.9","1683","31.7","74","No Failure"
"M24145","298.2","309.0","1410","47.6","76","No Failure"
"L56466","298.2","308.9","1605","32.0","79","No Failure"
"L56467","298.2","308.9","1709","28.1","81","No Failure"
"L56468","298.2","308.9","1444","53.1","83","No Failure"
"L56469","298.2","308.9","1367","45.0","85","No Failure"
"L56470","298.2","309.0","1418","44.2","87","No Failure"
"L56471","298.2","309.0","1353","57.8","89","No Failure"
"L56472","298.2","309.0","1643","34.1","91","No Failure"
"L56473","298.3","309.1","1437","38.0","93","No Failure"
"L56474","298.1","309.0","1437","36.2","95","No Failure"
"M24155","298.2","309.0","1413","47.9","97","No Failure"
"H38710","298.2","309.0","1524","39.1","100","No Failure"
"M24157","298.1","308.9","1479","43.4","105","No Failure"
"L56478","298.1","308.9","1313","50.6","108","No Failure"
"M24159","298.1","308.9","1335","50.4","110","No Failure"
"L56480","298.1","308.9","1367","41.9","113","No Failure"
"M24161","298.1","308.9","1459","50.3","115","No Failure"
"M24162","298.1","308.9","1804","25.1","118","No Failure"
"L56483","298.2","309.0","1491","38.3","121","No Failure"
"L56484","298.3","309.1","1537","43.0","123","No Failure"
"H38719","298.3","309.1","1646","30.2","125","No Failure"
"M24166","298.3","309.2","1783","28.3","130","No Failure"
"L56487","298.3","309.1","1395","49.8","133","No Failure"
"L56488","298.4","309.1","1423","48.0","135","No Failure"
"L56489","298.3","309.2","1562","37.6","137","No Failure"
"L56490","298.4","309.3","1549","40.8","139","No Failure"
"L56491","298.4","309.4","1540","43.2","141","No Failure"
"H38726","298.5","309.4","1573","33.6","143","No Failure"
"L56493","298.5","309.4","1418","45.1","148","No Failure"
"M24174","298.5","309.4","1565","33.7","150","No Failure"
"L56495","298.5","309.5","1569","41.0","153","No Failure"
"H38730","298.5","309.4","1417","41.2","155","No Failure"
"L56497","298.5","309.5","1480","38.1","160","No Failure"
"L56498","298.5","309.4","1364","44.5","162","No Failure"
"L56499","298.5","309.4","1911","21.5","164","No Failure"
"L56500","298.4","309.3","1409","43.1","166","No Failure"
"L56501","298.4","309.2","1335","53.5","168","No Failure"
"M24182","298.5","309.3","1512","38.1","170","No Failure"
"L56503","298.6","309.4","1447","40.2","173","No Failure"
"L56504","298.6","309.3","1537","37.6","175","No Failure"
"M24185","298.6","309.3","1510","40.8","177","No Failure"
"L56506","298.6","309.3","1677","31.2","180","No Failure"
"L56507","298.5","309.2","1504","33.7","182","No Failure"
"H38742","298.5","309.1","2051","19.0","184","No Failure"
"L56509","298.5","309.1","1474","41.3","189","No Failure"
"M24190","298.4","309.0","1507","36.1","191","No Failure"
"L56511","298.4","308.9","1496","37.9","194","No Failure"
"M24192","298.5","309.0","1921","22.0","196","No Failure"
"L56513","298.5","309.0","1450","40.5","199","No Failure"
"L56514","298.4","308.9","1402","44.8","201","No Failure"
"L56515","298.4","308.9","1501","50.0","203","No Failure"
"L56516","298.5","308.9","1725","31.9","205","No Failure"
"H38751","298.5","308.9","1500","40.3","207","No Failure"
"H38752","298.5","309.0","1531","30.8","212","No Failure"
"L56519","298.5","309.0","1458","44.8","217","No Failure"
"H38754","298.4","308.9","1577","37.1","0","No Failure"
"M24201","298.3","308.9","1363","46.1","5","No Failure"
"H38756","298.3","308.9","1706","31.8","8","No Failure"
"M24203","298.3","308.8","1391","50.4","13","No Failure"
"L56524","298.2","308.8","1616","33.7","16","No Failure"
"L56525","298.2","308.8","1442","47.0","18","No Failure"
"M24206","298.2","308.8","1626","40.4","20","No Failure"
"M24207","298.2","308.7","1426","42.6","23","No Failure"
"L56528","298.2","308.7","1436","49.1","26","No Failure"
"M24209","298.2","308.7","1599","36.2","28","No Failure"
"L56530","298.2","308.7","2186","17.8","31","No Failure"
"L56531","298.3","308.8","1645","30.4","33","No Failure"
"L56532","298.2","308.7","1780","27.9","35","No Failure"
"L56533","298.2","308.8","1345","44.3","37","No Failure"
"M24214","298.2","308.8","1607","31.9","39","No Failure"
"L56535","298.3","308.9","1708","28.0","42","No Failure"
"L56536","298.3","308.9","1270","52.7","44","No Failure"
"M24217","298.3","308.9","1646","25.4","46","No Failure"
"L56538","298.2","308.7","1407","45.1","49","No Failure"
"M24219","298.1","308.7","1581","47.4","51","No Failure"
"L56540","298.0","308.6","1532","42.6","54","No Failure"
"L56541","298.0","308.6","1610","33.1","56","No Failure"
"M24222","298.0","308.5","1682","33.0","58","No Failure"
"L56543","297.9","308.5","1519","34.3","61","No Failure"
"L56544","297.9","308.5","1683","28.5","63","No Failure"
"M24225","298.0","308.6","1254","55.8","65","No Failure"
"L56546","298.0","308.5","1461","48.0","68","No Failure"
"L56547","297.9","308.5","1472","45.1","70","No Failure"
"L56548","297.7","308.4","1510","38.6","72","No Failure"
"M24229","297.7","308.3","1547","36.8","74","No Failure"
"H38784","297.7","308.4","1418","51.9","77","No Failure"
"L56551","297.7","308.4","1289","51.3","82","No Failure"
"L56552","297.7","308.4","1487","41.4","84","No Failure"
"L56553","297.7","308.5","1453","45.5","86","No Failure"
"M24234","297.8","308.5","1466","44.7","88","No Failure"
"H38789","297.7","308.4","1288","49.5","91","No Failure"
"H38790","297.7","308.4","1738","27.7","96","No Failure"
"H38791","297.7","308.3","1488","41.0","101","No Failure"
"L56558","297.6","308.3","1816","28.8","106","No Failure"
"L56559","297.5","308.2","1419","48.5","108","No Failure"
"L56560","297.4","308.1","1435","45.7","110","No Failure"
"M24241","297.5","308.1","1480","42.4","112","No Failure"
"L56562","297.5","308.2","1610","33.6","115","No Failure"
"H38797","297.5","308.1","1548","38.2","117","No Failure"
"M24244","297.6","308.1","1379","57.4","122","No Failure"
"M24245","297.5","308.1","1907","23.5","125","No Failure"
"M24246","297.5","308.0","2033","16.7","128","No Failure"
"H38801","297.4","307.9","1390","52.0","131","No Failure"
"M24248","297.5","307.9","1544","37.9","136","No Failure"
"L56569","297.6","308.0","1258","57.4","139","No Failure"
"M24250","297.5","308.0","1560","39.0","141","No Failure"
"H38805","297.6","308.2","2071","18.5","144","No Failure"
"L56572","297.6","308.1","1437","46.3","149","No Failure"
"H38807","297.7","308.2","1489","43.0","151","No Failure"
"L56574","297.7","308.2","1334","53.0","156","No Failure"
"L56575","297.7","308.2","1500","39.9","158","No Failure"
"L56576","297.8","308.3","1498","47.3","160","No Failure"
"M24257","297.7","308.2","1370","53.4","162","No Failure"
"H38812","297.7","308.2","1526","40.1","165","No Failure"
"L56579","297.8","308.3","1477","44.8","170","No Failure"
"L56580","297.7","308.2","1446","43.9","172","No Failure"
"M24261","297.7","308.2","1720","25.6","174","No Failure"
"L56582","297.7","308.1","1734","30.7","177","No Failure"
"L56583","297.7","308.1","1697","29.1","179","No Failure"
"L56584","297.7","308.2","2007","19.3","181","No Failure"
"M24265","297.7","308.1","1469","48.8","183","No Failure"
"M24266","297.7","308.1","2189","15.6","186","No Failure"
"L56587","297.8","308.3","1435","50.1","189","No Failure"
"H38822","297.9","308.4","1637","34.5","191","No Failure"
"L56589","298.0","308.5","1664","28.3","196","No Failure"
"M24270","298.0","308.5","1666","31.0","198","No Failure"
"L56591","298.0","308.5","1404","46.6","201","No Failure"
"L56592","298.0","308.5","1702","26.7","203","No Failure"
"L56593","298.1","308.6","1439","44.9","205","No Failure"
"L56594","298.1","308.6","1354","53.9","207","Overstrain Failure"
"M24275","298.2","308.7","1361","44.2","0","No Failure"
"M24276","298.1","308.5","1463","45.9","3","No Failure"
"H38831","298.1","308.4","1515","43.8","6","No Failure"
"L56598","298.0","308.4","1432","46.2","11","No Failure"
"L56599","298.0","308.4","1911","22.0","13","No Failure"
"L56600","298.0","308.4","1472","42.0","15","No Failure"
"M24281","298.1","308.5","1382","54.5","17","No Failure"
"L56602","298.1","308.5","1665","29.6","20","No Failure"
"L56603","298.1","308.5","1676","30.5","22","No Failure"
"M24284","298.0","308.5","1585","33.0","24","No Failure"
"M24285","298.1","308.6","1415","46.3","27","No Failure"
"L56606","298.1","308.7","1341","55.7","30","No Failure"
"L56607","298.2","308.8","1540","34.8","32","No Failure"
"H38842","298.2","308.8","1837","28.4","34","No Failure"
"L56609","298.2","308.8","1498","36.0","39","No Failure"
"L56610","298.1","308.7","1671","28.8","41","No Failure"
"L56611","298.0","308.6","1430","57.0","43","No Failure"
"L56612","298.0","308.7","1619","40.1","45","No Failure"
"M24293","298.0","308.7","1430","51.9","47","No Failure"
"L56614","298.0","308.6","1626","33.3","50","No Failure"
"L56615","298.0","308.7","1443","49.3","52","No Failure"
"L56616","298.0","308.6","1481","42.5","54","No Failure"
"M24297","298.1","308.7","1527","43.0","56","No Failure"
"M24298","298.1","308.7","1315","56.8","59","No Failure"
"M24299","298.1","308.8","1433","48.2","62","No Failure"
"M24300","298.1","308.8","1378","53.5","65","No Failure"
"L56621","298.1","308.8","1432","43.4","68","No Failure"
"M24302","298.1","308.8","1394","47.9","70","No Failure"
"H38857","298.0","308.8","1411","53.8","73","No Failure"
"L56624","298.1","308.9","2136","15.9","78","No Failure"
"M24305","298.2","309.0","1446","45.8","80","No Failure"
"H38860","298.1","308.9","1388","53.5","83","No Failure"
"M24307","298.1","308.9","1323","51.7","88","No Failure"
"L56628","298.2","309.0","1780","29.3","91","No Failure"
"M24309","298.1","308.8","1434","41.8","93","No Failure"
"M24310","298.0","308.7","1494","42.6","96","No Failure"
"H38865","298.0","308.7","1536","39.6","99","No Failure"
"M24312","298.0","308.7","1392","53.4","104","No Failure"
"H38867","298.2","309.0","1360","56.8","107","No Failure"
"L56634","298.4","309.2","1583","35.4","112","No Failure"
"L56635","298.5","309.2","1983","20.2","114","No Failure"
"L56636","298.5","309.3","1630","33.3","116","No Failure"
"M24317","298.5","309.3","1692","26.7","118","No Failure"
"L56638","298.4","309.1","1417","40.6","121","No Failure"
"L56639","298.4","309.1","1579","36.1","123","No Failure"
"M24320","298.4","309.2","1399","45.2","125","No Failure"
"M24321","298.4","309.2","1414","46.4","128","No Failure"
"L56642","298.5","309.3","1570","40.1","131","No Failure"
"M24323","298.5","309.3","1552","36.8","133","No Failure"
"L56644","298.6","309.4","1440","48.2","136","No Failure"
"M24325","298.6","309.4","1460","43.8","138","No Failure"
"L56646","298.6","309.4","1471","48.0","141","No Failure"
"L56647","298.6","309.3","1702","27.6","143","No Failure"
"L56648","298.6","309.4","1375","55.4","145","No Failure"
"L56649","298.6","309.4","1698","33.2","147","No Failure"
"H38884","298.6","309.4","1439","47.1","149","No Failure"
"M24331","298.6","309.4","1774","27.5","154","No Failure"
"M24332","298.7","309.4","1375","48.3","157","No Failure"
"L56653","298.7","309.5","1446","40.0","160","No Failure"
"M24334","298.7","309.6","1455","46.8","162","No Failure"
"L56655","298.8","309.6","1523","41.9","165","No Failure"
"M24336","298.8","309.6","1692","31.9","167","No Failure"
"M24337","298.8","309.6","1693","33.3","170","No Failure"
"L56658","298.8","309.6","1890","24.0","173","No Failure"
"H38893","298.9","309.6","1600","33.5","175","No Failure"
"M24340","298.9","309.6","1434","43.8","180","No Failure"
"L56661","298.9","309.6","1365","50.9","183","No Failure"
"H38896","298.8","309.6","1309","57.4","185","No Failure"
"H38897","298.9","309.6","1546","35.3","190","No Failure"
"L56664","298.9","309.6","1663","33.7","195","No Failure"
"L56665","298.9","309.6","1589","34.2","197","No Failure"
"M24346","298.9","309.6","1472","46.0","199","No Failure"
"L56667","298.9","309.6","1583","39.8","202","No Failure"
"M24348","298.9","309.6","1567","34.5","204","No Failure"
"L56669","298.9","309.7","1407","41.9","207","No Failure"
"M24350","299.0","309.7","1418","44.7","209","No Failure"
"M24351","299.0","309.7","1489","40.7","212","No Failure"
"L56672","299.1","309.9","1586","36.6","215","No Failure"
"L56673","299.1","309.8","1398","55.4","217","Overstrain Failure"
"L56674","299.2","309.9","1516","41.4","219","No Failure"
"H38909","299.3","310.0","1373","44.8","221","No Failure"
"M24356","299.2","310.0","1349","50.4","226","No Failure"
"H38911","299.1","309.9","1443","40.3","0","No Failure"
"H38912","299.2","310.1","1542","36.1","5","No Failure"
"L56679","299.2","310.1","1534","37.7","10","No Failure"
"L56680","299.2","310.2","1697","30.6","12","No Failure"
"L56681","299.3","310.3","1396","47.4","14","No Failure"
"L56682","299.3","310.2","1495","49.2","16","No Failure"
"M24363","299.2","310.3","1551","44.8","18","No Failure"
"L56684","299.2","310.3","1440","47.0","21","No Failure"
"L56685","299.2","310.3","1429","40.1","23","No Failure"
"H38920","299.3","310.4","1548","41.6","25","No Failure"
"L56687","299.3","310.5","1505","38.8","30","No Failure"
"L56688","299.2","310.4","1611","36.4","32","No Failure"
"M24369","299.2","310.4","1502","39.8","34","No Failure"
"M24370","299.2","310.4","1504","43.3","37","No Failure"
"L56691","299.1","310.3","1449","40.7","40","No Failure"
"L56692","299.0","310.2","1575","37.8","42","No Failure"
"M24373","299.0","310.2","1598","33.4","44","No Failure"
"L56694","299.0","310.1","1416","45.9","47","No Failure"
"L56695","299.0","310.2","1682","28.8","49","No Failure"
"L56696","298.9","310.1","1341","54.5","51","No Failure"
"L56697","298.9","310.1","1523","39.1","53","No Failure"
"L56698","299.0","310.1","1580","41.9","55","No Failure"
"L56699","299.0","310.1","1531","36.0","57","No Failure"
"L56700","299.0","310.1","1375","48.9","59","No Failure"
"M24381","298.9","310.1","1484","40.4","61","No Failure"
"M24382","299.0","310.2","1657","32.3","64","No Failure"
"L56703","299.0","310.2","1494","40.6","67","No Failure"
"H38938","299.0","310.3","1658","27.6","69","No Failure"
"L56705","299.1","310.3","1411","42.1","74","No Failure"
"M24386","299.2","310.4","1395","55.4","76","No Failure"
"L56707","299.1","310.4","1550","43.9","79","No Failure"
"M24388","299.1","310.3","1233","59.0","81","No Failure"
"L56709","299.1","310.3","1459","46.7","84","No Failure"
"H38944","299.1","310.4","1405","53.6","86","No Failure"
"L56711","299.2","310.5","1458","44.1","91","No Failure"
"L56712","299.2","310.5","1384","48.7","93","No Failure"
"L56713","299.2","310.5","1705","29.5","95","No Failure"
"L56714","299.3","310.6","1443","45.7","97","No Failure"
"M24395","299.3","310.6","1609","31.4","99","No Failure"
"L56716","299.3","310.5","1818","26.0","102","No Failure"
"M24397","299.3","310.6","1457","42.1","104","No Failure"
"L56718","299.3","310.6","1480","45.1","107","No Failure"
"L56719","299.4","310.8","1424","47.7","109","No Failure"
"M24400","299.4","310.8","1628","40.2","111","No Failure"
"M24401","299.5","310.8","1754","31.3","114","No Failure"
"L56722","299.6","310.9","1716","28.5","117","No Failure"
"M24403","299.5","310.9","1378","48.7","119","No Failure"
"L56724","299.6","311.0","1708","31.0","122","No Failure"
"L56725","299.6","311.0","1430","38.3","124","No Failure"
"M24406","299.7","311.2","1560","43.9","126","No Failure"
"L56727","299.6","311.1","1679","30.7","129","No Failure"
"L56728","299.6","311.1","1521","37.2","131","No Failure"
"M24409","299.6","311.1","1649","33.8","133","No Failure"
"M24410","299.5","311.0","1451","43.3","136","No Failure"
"L56731","299.4","310.8","1391","48.9","139","No Failure"
"M24412","299.3","310.8","1523","40.9","141","No Failure"
"L56733","299.3","310.7","1495","39.2","144","No Failure"
"M24414","299.3","310.7","1440","45.5","146","No Failure"
"H38969","299.4","310.8","1585","31.4","149","No Failure"
"L56736","299.5","310.8","1374","48.3","154","No Failure"
"M24417","299.5","310.8","1507","40.2","156","No Failure"
"M24418","299.5","310.9","1577","34.6","159","No Failure"
"L56739","299.5","310.9","1496","38.5","162","No Failure"
"L56740","299.6","310.9","1487","42.5","164","No Failure"
"L56741","299.6","310.9","1853","26.3","166","No Failure"
"M24422","299.7","311.0","1435","50.1","168","No Failure"
"M24423","299.8","311.1","1763","25.5","171","No Failure"
"L56744","299.8","311.1","1820","24.9","174","No Failure"
"M24425","299.8","311.1","1498","38.1","176","No Failure"
"L56746","299.8","311.1","1603","35.1","179","No Failure"
"L56747","299.8","311.1","1412","42.5","181","No Failure"
"L56748","299.8","311.1","1588","38.0","183","No Failure"
"M24429","299.8","311.0","1948","20.0","185","No Failure"
"L56750","299.7","310.9","1384","48.2","188","No Failure"
"L56751","299.7","310.8","1589","36.0","190","No Failure"
"M24432","299.7","310.8","1405","47.6","192","No Failure"
"L56753","299.7","310.9","1491","40.1","195","No Failure"
"H38988","299.7","310.8","1418","46.6","197","No Failure"
"M24435","299.6","310.8","1603","35.4","202","No Failure"
"L56756","299.6","310.7","1922","23.3","205","Tool Wear Failure"
"M24437","299.5","310.7","1364","49.5","0","No Failure"
"L56758","299.4","310.7","1551","41.2","3","No Failure"
"L56759","299.5","310.7","1589","33.5","5","No Failure"
"M24440","299.5","310.7","1423","56.5","7","No Failure"
"L56761","299.4","310.6","1418","53.1","10","No Failure"
"M24442","299.3","310.5","1404","47.5","12","No Failure"
"L56763","299.3","310.5","1281","59.8","15","No Failure"
"L56764","299.3","310.5","1529","41.3","17","No Failure"
"M24445","299.3","310.5","1563","42.1","19","No Failure"
"L56766","299.4","310.6","1348","54.5","22","No Failure"
"M24447","299.3","310.5","1462","40.5","24","No Failure"
"H39002","299.3","310.4","1510","45.5","27","No Failure"
"L56769","299.2","310.4","1472","43.3","32","No Failure"
"M24450","299.2","310.4","1325","52.0","34","No Failure"
"L56771","299.2","310.4","1570","37.3","37","No Failure"
"L56772","299.2","310.4","1379","46.8","39","No Failure"
"L56773","299.1","310.2","1352","52.8","41","No Failure"
"L56774","299.1","310.3","1727","28.7","43","No Failure"
"H39009","299.0","310.1","1432","50.0","45","No Failure"
"L56776","298.9","310.1","1466","43.4","50","No Failure"
"L56777","298.9","310.1","1510","38.0","52","No Failure"
"L56778","299.0","310.2","1490","41.1","54","No Failure"
"L56779","299.0","310.1","1463","37.4","56","No Failure"
"M24460","298.9","310.0","1561","45.3","58","No Failure"
"L56781","298.9","310.1","2109","18.0","61","No Failure"
"L56782","298.9","310.2","1705","32.5","63","No Failure"
"M24463","298.9","310.1","1549","40.2","65","No Failure"
"H39018","299.0","310.2","1637","38.0","68","No Failure"
"M24465","298.9","310.1","1484","37.9","73","No Failure"
"L56786","298.9","310.1","1401","44.4","76","No Failure"
"L56787","298.9","310.1","1571","36.8","78","No Failure"
"M24468","298.9","310.1","1513","41.5","80","No Failure"
"L56789","299.0","310.1","1470","40.3","83","No Failure"
"L56790","299.0","310.1","1505","41.3","85","No Failure"
"L56791","299.0","310.2","1432","42.2","87","No Failure"
"M24472","299.0","310.2","1625","31.8","89","No Failure"
"L56793","299.0","310.2","1377","62.5","92","Power Failure"
"M24474","299.1","310.3","1441","43.9","94","No Failure"
"M24475","299.0","310.2","1564","39.9","97","No Failure"
"L56796","298.9","310.1","1580","37.3","100","No Failure"
"L56797","299.0","310.2","1516","35.3","102","No Failure"
"L56798","299.0","310.1","1447","42.8","104","No Failure"
"M24479","298.9","310.0","1323","52.9","106","No Failure"
"L56800","298.9","310.0","1470","45.9","109","No Failure"
"M24481","299.0","310.0","2049","19.5","111","No Failure"
"L56802","298.9","310.0","1794","27.2","114","No Failure"
"L56803","298.9","310.1","1356","47.8","116","No Failure"
"H39038","299.0","310.1","1555","38.6","118","No Failure"
"M24485","299.0","310.1","1487","47.5","123","No Failure"
"M24486","299.0","310.0","1341","58.9","126","No Failure"
"M24487","298.9","310.0","1487","36.6","129","No Failure"
"H39042","299.0","310.0","1569","34.3","132","No Failure"
"H39043","299.0","310.1","2053","19.7","137","No Failure"
"L56810","299.0","310.1","1583","35.8","142","No Failure"
"L56811","299.0","310.0","1672","33.2","144","No Failure"
"M24492","299.0","310.0","1337","57.4","146","No Failure"
"H39047","299.1","310.1","1421","41.2","149","No Failure"
"L56814","299.1","310.2","1425","52.7","154","No Failure"
"L56815","299.2","310.2","1609","33.2","156","No Failure"
"L56816","299.2","310.3","1507","41.3","158","No Failure"
"L56817","299.2","310.3","1463","38.9","160","No Failure"
"H39052","299.3","310.4","1393","44.9","162","No Failure"
"L56819","299.3","310.4","1725","26.8","167","No Failure"
"L56820","299.4","310.5","1514","36.1","169","No Failure"
"L56821","299.3","310.4","1365","53.9","171","No Failure"
"L56822","299.4","310.5","1372","46.3","173","No Failure"
"L56823","299.4","310.4","1509","40.6","175","No Failure"
"L56824","299.3","310.4","1629","32.6","177","No Failure"
"L56825","299.4","310.5","1749","28.1","179","No Failure"
"L56826","299.4","310.4","1582","31.7","181","No Failure"
"L56827","299.2","310.2","1458","47.0","183","No Failure"
"L56828","299.1","310.1","1416","41.2","185","No Failure"
"H39063","299.1","310.0","1657","33.1","187","No Failure"
"M24510","299.1","310.0","1437","41.1","192","No Failure"
"M24511","299.1","310.0","1580","36.0","195","No Failure"
"M24512","299.0","310.0","1488","46.3","198","No Failure"
"L56833","299.0","309.9","1373","55.7","201","Overstrain Failure"
"L56834","299.1","310.0","1367","56.3","203","Overstrain Failure"
"H39069","299.1","310.0","1431","49.5","205","No Failure"
